TASK	PID	Session	Visit	Range x	Range y	Range z	Range pitch	Range roll	Range yaw	Max Displacement	Max Scan-to-Scan Displacement	Mean Scan-to-Scan Displacement	Num Scans > 0.5 Voxel Displacement	Num Scans > 5% Global Signal	% of Volumes Repaired
Run7	7330	1	1	0.458187	0.332227	0.771317	0.066047	0.014500	0.005117	0.855287	0.469993	0.071699	0.000000	0.000000	1.612903
Run7	7341	1	1	0.486745	0.696290	0.740260	0.015030	0.008726	0.008922	0.667404	0.375136	0.142385	0.000000	0.000000	1.612903
Run7	7357	1	1	0.076895	0.151078	0.491115	0.004996	0.001719	0.001825	0.321432	0.349439	0.049193	0.000000	0.000000	1.612903
Run7	7371	1	2	0.481299	1.033645	2.733216	0.056273	0.013736	0.032594	2.026870	2.413609	0.137153	2.000000	0.000000	4.838710
Run7	7372	1	3	0.080018	0.092438	0.293701	0.008515	0.002331	0.002287	0.196174	0.100049	0.038634	0.000000	0.000000	1.612903
Run7	7375	1	1	0.153001	0.186085	0.800945	0.006759	0.003524	0.003454	0.776991	0.393480	0.084263	0.000000	0.000000	1.612903
Run7	7384	1	1	0.174477	0.362325	1.351019	0.021188	0.009590	0.003554	1.068298	0.943863	0.136333	0.000000	0.000000	1.612903
Run7	7413	1	1	0.156323	0.334198	0.516990	0.008771	0.003415	0.001837	0.305007	0.399631	0.071787	0.000000	0.000000	1.612903
Run7	7429	1	1	0.851661	1.746251	3.908190	0.055766	0.019330	0.030077	3.825708	3.240132	0.282307	5.000000	0.000000	9.677419
Run7	7437	1	2	0.076514	0.136584	0.272120	0.005887	0.002262	0.001954	0.275076	0.092246	0.032024	0.000000	0.000000	1.612903
Run7	7438	1	2	0.326374	1.484173	1.353754	0.037279	0.008911	0.005640	1.800087	0.712082	0.154388	0.000000	0.000000	1.612903
Run7	7442	1	1	0.266157	1.611544	1.422770	0.058043	0.009279	0.008995	1.618078	1.434956	0.149042	1.000000	0.000000	3.225806
Run7	7446	1	1	0.380417	0.478247	1.349408	0.029412	0.012391	0.019017	1.387273	0.979541	0.133158	0.000000	0.000000	1.612903
Run7	7464	1	1	0.073745	0.160522	0.352361	0.015252	0.004229	0.001945	0.244061	0.141771	0.041052	0.000000	0.000000	1.612903
Run7	7477	1	1	0.288983	0.419157	2.090325	0.030560	0.010718	0.006262	1.321452	1.274527	0.255310	3.000000	0.000000	6.451613
Run7	7489	1	3	0.108330	0.399628	0.879670	0.022188	0.003175	0.006052	0.857580	0.848751	0.076647	0.000000	0.000000	1.612903
Run7	7491	1	1	0.356870	0.398707	1.315012	0.014247	0.006579	0.007301	1.405509	0.222772	0.069535	0.000000	0.000000	1.612903
Run7	7507	1	1	0.750467	0.692501	5.443467	0.042745	0.014841	0.006951	4.298262	4.797193	0.326009	2.000000	0.000000	4.838710
Run7	7521	1	1	0.734869	0.602510	0.928626	0.021142	0.006971	0.021244	0.777443	0.531090	0.137686	0.000000	0.000000	1.612903
Run7	7540	1	1	0.105605	0.088804	0.911390	0.006269	0.002538	0.002836	0.823814	0.266001	0.047937	0.000000	0.000000	1.612903
Run7	7543	1	1	0.098215	0.186822	0.370402	0.010029	0.003497	0.006004	0.205881	0.100136	0.033252	0.000000	0.000000	1.612903
Run7	7544	1	1	0.437931	0.250587	3.175276	0.044653	0.014512	0.008385	2.872596	2.285456	0.198258	2.000000	0.000000	4.838710
Run7	7552	1	1	0.209148	0.331859	0.573253	0.010188	0.006098	0.004442	0.513146	0.406664	0.086666	0.000000	0.000000	1.612903
Run7	7571	1	1	0.117831	0.181465	0.514266	0.009925	0.002641	0.001645	0.291276	0.418777	0.095590	0.000000	0.000000	1.612903
Run7	7589	1	1	0.144664	0.084278	0.507694	0.002410	0.004250	0.001145	0.426135	0.222838	0.048948	0.000000	0.000000	1.612903
Run7	7598	1	1	0.071081	0.203506	0.355780	0.005141	0.002182	0.002176	0.400248	0.104849	0.039916	0.000000	0.000000	1.612903
Run7	7620	1	1	0.459581	0.261681	1.213337	0.011652	0.006931	0.005503	0.901967	0.613341	0.105721	0.000000	0.000000	1.612903
Run7	7621	1	1	0.710645	4.289453	3.628912	0.089792	0.007025	0.019097	2.897117	3.942555	0.394907	6.000000	0.000000	11.290323
Run7	7623	1	1	0.129205	0.209416	0.725849	0.006424	0.002301	0.003105	0.569614	0.581564	0.103747	0.000000	0.000000	1.612903
Run7	7634	1	1	0.195837	0.302815	0.545584	0.006923	0.002995	0.003847	0.369572	0.216352	0.060094	0.000000	0.000000	1.612903
Run7	7652	1	1	0.320356	0.250816	0.748496	0.004992	0.005783	0.002211	0.660413	0.428042	0.112311	0.000000	0.000000	1.612903
Run7	7654	1	1	0.163004	0.272599	1.620281	0.051819	0.010543	0.010661	1.314238	1.530013	0.128810	3.000000	0.000000	6.451613
Run7	7657	1	1	0.161260	0.273222	0.644219	0.006441	0.003768	0.004388	0.542560	0.336573	0.106705	0.000000	0.000000	1.612903
Run7	7666	1	1	0.130095	0.263129	0.159762	0.006948	0.003064	0.001833	0.203405	0.198288	0.043116	0.000000	0.000000	1.612903
Run7	7669	1	1	0.046556	0.083203	0.113833	0.002321	0.000988	0.001301	0.072188	0.056631	0.027052	0.000000	0.000000	1.612903
Run7	7676	1	1	1.369204	2.035632	1.533743	0.047510	0.028023	0.030461	1.669148	1.723979	0.210714	2.000000	0.000000	4.838710
Run7	7679	1	1	1.482945	1.567198	1.790091	0.053738	0.006710	0.057908	2.414427	2.187311	0.127572	3.000000	0.000000	6.451613
Run7	7680	1	1	0.410335	0.147310	0.395800	0.007268	0.013746	0.004108	0.561925	0.277082	0.035076	0.000000	0.000000	1.612903
Run7	7685	1	1	0.046653	0.230454	0.413630	0.010173	0.001305	0.001414	0.360585	0.208987	0.039967	0.000000	0.000000	1.612903
Run7	7686	1	1	0.097674	0.151127	0.312744	0.013099	0.001352	0.001950	0.277208	0.173648	0.042944	0.000000	0.000000	1.612903
Run7	7687	1	1	0.089466	0.290743	0.181468	0.009537	0.002203	0.001072	0.242078	0.256065	0.049005	0.000000	0.000000	1.612903
Run7	7689	1	1	0.057372	0.162941	0.303526	0.005551	0.001085	0.001356	0.182326	0.190329	0.038452	0.000000	0.000000	1.612903
Run7	7691	1	1	0.069108	0.162124	0.779388	0.004512	0.004135	0.003757	0.545896	0.422814	0.058401	0.000000	0.000000	1.612903
Run7	7693	1	1	0.232295	0.252884	0.624515	0.006789	0.003085	0.004013	0.428640	0.444644	0.058500	0.000000	0.000000	1.612903
Run7	7695	1	1	0.164025	0.261422	1.400974	0.010749	0.004301	0.003145	1.032053	1.103589	0.189762	1.000000	0.000000	3.225806
Run7	7696	1	1	0.415324	1.113183	1.099836	0.016790	0.008021	0.014630	1.470483	1.030608	0.121329	0.000000	0.000000	1.612903
Run7	7702	1	1	0.086286	0.318261	0.897507	0.006222	0.002544	0.002033	0.925689	0.778221	0.082278	0.000000	0.000000	1.612903
Run7	7703	1	1	0.068592	0.089660	0.146858	0.003749	0.000670	0.001397	0.126541	0.082410	0.027444	0.000000	0.000000	1.612903
Run7	7706	1	1	0.069514	0.255209	0.387944	0.015173	0.002626	0.002211	0.457149	0.175536	0.056717	0.000000	0.000000	1.612903
Run7	7707	1	1	0.078153	0.141329	0.241432	0.004866	0.004104	0.002083	0.161998	0.164038	0.046441	0.000000	0.000000	1.612903
Run7	7710	1	1	0.319059	1.424364	0.441532	0.032030	0.003986	0.005888	1.257206	1.194838	0.112080	1.000000	0.000000	3.225806
Run7	7729	1	1	0.220222	0.329457	2.616855	0.025364	0.008704	0.003758	1.997273	2.297711	0.204150	2.000000	0.000000	4.838710
Run7	7730	1	1	0.116579	0.610897	0.889079	0.063599	0.011524	0.005734	0.799560	0.776008	0.072405	0.000000	0.000000	1.612903
Run7	7735	1	1	0.128519	0.433780	0.881739	0.011391	0.005070	0.002467	0.719461	0.259597	0.050914	0.000000	0.000000	1.612903
Run7	7750	1	1	0.188727	0.914020	0.402869	0.028257	0.005631	0.004329	0.699874	0.747110	0.084624	0.000000	0.000000	1.612903
Run7	7758	1	1	0.250804	0.237480	1.083389	0.024004	0.005447	0.007890	0.813883	0.342750	0.087721	0.000000	0.000000	1.612903
Run7	7759	1	1	0.114480	0.258138	0.246204	0.008140	0.003505	0.003125	0.321108	0.224484	0.049151	0.000000	0.000000	1.612903
Run7	7761	1	1	0.332850	0.352939	0.698502	0.020516	0.022885	0.005727	0.531952	0.446143	0.071980	0.000000	0.000000	1.612903
