TASK	PID	Session	Visit	Range x	Range y	Range z	Range pitch	Range roll	Range yaw	Max Displacement	Max Scan-to-Scan Displacement	Mean Scan-to-Scan Displacement	Num Scans > 0.5 Voxel Displacement	Num Scans > 5% Global Signal	% of Volumes Repaired
Run8	7691	1	1	0.100873	0.129840	0.546703	0.016142	0.002719	0.001638	0.431349	0.124016	0.040863	0.000000	0.000000	1.612903
Run8	7693	1	1	0.096277	0.126242	0.256845	0.004161	0.004188	0.002654	0.264449	0.150160	0.048351	0.000000	0.000000	1.612903
Run8	7695	1	1	0.087798	0.170635	0.234831	0.008280	0.003174	0.003171	0.215342	0.202399	0.056208	0.000000	0.000000	1.612903
Run8	7702	1	1	0.094901	0.495065	0.544501	0.013325	0.002735	0.002536	0.595301	0.400078	0.077598	0.000000	0.000000	1.612903
Run8	7703	1	1	0.084066	0.075413	0.133309	0.002094	0.002656	0.001109	0.150144	0.080243	0.031527	0.000000	0.000000	1.612903
Run8	7706	1	1	0.069968	0.215286	0.452000	0.018378	0.001391	0.001960	0.377641	0.128865	0.052195	0.000000	0.000000	1.612903
Run8	7707	1	1	0.115788	0.201739	0.212785	0.006448	0.001997	0.001785	0.218213	0.113585	0.043375	0.000000	0.000000	1.612903
Run8	7710	1	1	0.091885	0.420213	0.437038	0.021291	0.003001	0.003916	0.372670	0.230877	0.056180	0.000000	0.000000	1.612903
Run8	7729	1	1	0.130603	0.168590	0.476429	0.031335	0.005007	0.003344	0.469951	0.299381	0.072842	0.000000	0.000000	1.612903
Run8	7730	1	1	0.147468	2.083388	0.635270	0.041506	0.003088	0.002276	2.158953	0.323297	0.078726	0.000000	0.000000	1.612903
Run8	7735	1	1	0.202868	0.392906	0.460173	0.021795	0.003486	0.003830	0.591081	0.131249	0.045861	0.000000	0.000000	1.612903
Run8	7750	1	1	0.321050	1.864657	0.579436	0.050020	0.004465	0.007304	1.959694	1.298981	0.104464	1.000000	0.000000	3.225806
Run8	7758	1	1	0.229807	0.373388	1.089310	0.038784	0.009072	0.010165	1.110668	0.605553	0.068642	0.000000	0.000000	1.612903
Run8	7759	1	1	0.379856	0.635235	2.228483	0.015997	0.008431	0.004541	2.236154	1.496827	0.169055	3.000000	0.000000	6.451613
Run8	7761	1	1	0.221145	0.216455	0.479447	0.005161	0.006674	0.002657	0.401378	0.249751	0.049591	0.000000	0.000000	1.612903
