TASK	PID	Session	Visit	Range x	Range y	Range z	Range pitch	Range roll	Range yaw	Max Displacement	Max Scan-to-Scan Displacement	Mean Scan-to-Scan Displacement	Num Scans > 0.5 Voxel Displacement	Num Scans > 5% Global Signal	% of Volumes Repaired
Run6	7466	1	1	0.303946	0.237883	0.302943	0.013156	0.010681	0.007019	0.213310	0.227597	0.061850	0.000000	0.000000	1.612903
Run6	7489	1	3	0.148684	0.172783	0.595321	0.009204	0.006286	0.003984	0.597570	0.131031	0.054411	0.000000	0.000000	1.612903
Run6	7491	1	1	0.140027	0.285547	1.144563	0.036868	0.008427	0.006218	1.055017	0.386492	0.084730	0.000000	0.000000	1.612903
Run6	7498	1	2	0.085083	0.083156	0.596657	0.014799	0.002657	0.005384	0.580205	0.245646	0.046687	0.000000	0.000000	1.612903
Run6	7507	1	1	0.399661	0.204349	1.754192	0.019660	0.007210	0.004784	1.546987	0.917269	0.182674	0.000000	0.000000	1.612903
Run6	7521	1	1	0.263313	1.560188	2.259396	0.029911	0.003530	0.004784	2.747876	0.967457	0.147080	0.000000	0.000000	1.612903
Run6	7526	1	1	1.063850	0.433379	3.608150	0.043498	0.025630	0.005437	3.421455	2.956775	0.101438	1.000000	0.000000	3.225806
Run6	7527	1	1	0.185059	0.269222	0.451086	0.008606	0.003309	0.003137	0.384674	0.191693	0.069500	0.000000	0.000000	1.612903
Run6	7540	1	1	0.380745	0.761761	1.500610	0.032399	0.007855	0.005387	1.361877	1.462485	0.109548	1.000000	0.000000	3.225806
Run6	7543	1	1	0.143601	0.094074	0.387077	0.003363	0.004733	0.005281	0.341207	0.116349	0.039017	0.000000	0.000000	1.612903
Run6	7552	1	1	0.161209	0.639619	1.425139	0.027686	0.004369	0.005132	1.308611	1.077652	0.139259	1.000000	0.000000	3.225806
Run6	7571	1	1	0.365714	0.347984	1.497237	0.013899	0.007952	0.002596	1.293236	0.705282	0.144195	0.000000	0.000000	1.612903
Run6	7582	1	1	0.493913	0.371551	1.959182	0.076885	0.007672	0.019067	2.032359	1.271572	0.159048	3.000000	0.000000	6.451613
Run6	7589	1	1	0.094741	0.136327	0.254431	0.005357	0.001749	0.002265	0.175781	0.124739	0.043428	0.000000	0.000000	1.612903
Run6	7598	1	1	0.442837	0.551152	3.373703	0.055290	0.013875	0.007646	2.330171	1.744774	0.177452	2.000000	0.000000	4.838710
Run6	7620	1	1	0.498122	0.268071	1.880611	0.017954	0.010032	0.005321	1.720292	1.477431	0.117789	1.000000	0.000000	3.225806
Run6	7621	1	1	0.814082	1.216524	2.261847	0.026180	0.009932	0.005506	2.056173	0.964360	0.123973	0.000000	0.000000	1.612903
Run6	7623	1	1	0.144341	0.216867	0.997222	0.007604	0.003398	0.001981	0.534153	0.619600	0.111671	0.000000	0.000000	1.612903
Run6	7634	1	1	0.183537	0.125350	0.390999	0.003452	0.004556	0.002492	0.318466	0.383787	0.061418	0.000000	0.000000	1.612903
Run6	7652	1	1	0.157321	0.236100	0.327699	0.003587	0.003972	0.002213	0.239484	0.303748	0.080113	0.000000	0.000000	1.612903
Run6	7654	1	1	0.127766	0.177122	0.274276	0.035576	0.004077	0.006726	0.293788	0.178762	0.039397	0.000000	0.000000	1.612903
Run6	7666	1	1	0.073356	0.281019	0.481830	0.013158	0.004675	0.002112	0.534522	0.331485	0.065371	0.000000	0.000000	1.612903
Run6	7669	1	1	0.142595	0.070888	0.095470	0.002725	0.001618	0.001308	0.145652	0.069972	0.028877	0.000000	0.000000	1.612903
Run6	7676	1	1	1.679856	1.080452	0.853625	0.020280	0.035287	0.043017	2.070905	2.070905	0.174049	1.000000	0.000000	3.225806
Run6	7679	1	1	0.232093	0.178415	1.186147	0.006947	0.017858	0.035802	1.175658	0.661145	0.077257	0.000000	0.000000	1.612903
Run6	7680	1	1	0.118819	0.170133	1.046140	0.010312	0.003973	0.001900	0.708725	0.839246	0.065897	0.000000	0.000000	1.612903
Run6	7685	1	1	0.036180	0.134570	0.126815	0.004423	0.004067	0.002571	0.130598	0.089798	0.031203	0.000000	0.000000	1.612903
Run6	7686	1	1	0.055237	0.079409	0.219188	0.003243	0.001335	0.001058	0.213852	0.131848	0.036566	0.000000	0.000000	1.612903
Run6	7689	1	1	0.053956	0.113040	0.189289	0.004247	0.002949	0.001768	0.140540	0.102570	0.029690	0.000000	0.000000	1.612903
Run6	7691	1	1	0.441064	0.286665	1.010172	0.012068	0.037805	0.036120	0.741142	1.031143	0.088833	0.000000	0.000000	1.612903
Run6	7693	1	1	0.191599	0.329378	1.020079	0.011839	0.010484	0.008869	0.986379	0.293566	0.066267	0.000000	0.000000	1.612903
Run6	7695	1	1	0.142979	0.215889	0.721624	0.004687	0.002755	0.002345	0.677402	0.511533	0.120579	0.000000	0.000000	1.612903
Run6	7696	1	1	0.151626	0.122371	0.211560	0.003927	0.002148	0.001062	0.185271	0.129126	0.040754	0.000000	0.000000	1.612903
Run6	7702	1	1	0.107265	0.452206	0.687017	0.010261	0.003228	0.002527	0.706577	0.439902	0.066184	0.000000	0.000000	1.612903
Run6	7703	1	1	0.039571	0.056328	0.238905	0.002991	0.001938	0.000807	0.233214	0.085404	0.030240	0.000000	0.000000	1.612903
Run6	7706	1	1	0.173997	0.238033	1.506890	0.016009	0.004768	0.003786	1.515657	0.445736	0.076588	0.000000	0.000000	1.612903
Run6	7707	1	1	0.067628	0.200155	0.203352	0.006067	0.001956	0.001941	0.209471	0.125091	0.044814	0.000000	0.000000	1.612903
Run6	7710	1	1	0.330258	0.650883	0.330609	0.014103	0.004176	0.002386	0.412802	0.357432	0.096150	0.000000	0.000000	1.612903
Run6	7735	1	1	0.169867	0.469946	1.402256	0.019574	0.003184	0.006760	1.427395	0.780577	0.062767	0.000000	0.000000	1.612903
Run6	7750	1	1	0.312567	1.232840	0.554810	0.030126	0.005542	0.004840	0.905487	0.581934	0.115041	0.000000	0.000000	1.612903
Run6	7758	1	1	0.379494	0.171966	1.962497	0.012013	0.009081	0.002137	1.995176	0.766301	0.074124	0.000000	0.000000	1.612903
Run6	7759	1	1	0.159687	0.445038	0.316652	0.014105	0.002418	0.002266	0.514744	0.198378	0.049434	0.000000	0.000000	1.612903
Run6	7761	1	1	0.297511	0.206789	0.692535	0.013026	0.023508	0.008017	0.412491	0.460510	0.085851	0.000000	0.000000	1.612903
